source_id,target_id,score
H8MI11254,H8CT05245,2
H8ME02185,S6NH00091,2
H8IL06139,H6CO07023,2
H8NM02248,H8NJ07223,2
H6GA05217,S6IL00292,2
H8VA07094,H8VA10106,2
H8TX32098,H8VA07094,2
H8TX32098,H8UT04053,2
H6NV04020,H8IA03124,2
H8CA45130,H6MN02131,2
S4CO00395,S4AR00103,2
S0AZ00350,H8OK05109,2
S4AR00103,S4IA00129,2
H8NJ11142,H8NJ03206,2
H8MI08102,H8CA48035,2
S2KY00012,S4AR00103,2
H8ME02185,H8ME01120,2
H8CT04172,H8NC09123,2
H8NJ11142,H8CA48035,2
S0SC00289,P80006117,2
H8CA45130,H8MI11254,2
S0NM00058,P80006117,2
H4WA04104,H0WA03187,2
H8IA03124,H8MI08102,2
H8NY22151,H8NM02248,2
H8NC09123,P00012054,2
H8TX23121,H8NJ02166,2
H8NM02248,P00009795,2
H8IL06139,H6WI03099,2
H8NY19181,H8SC01116,2
S0NH00219,H6GA05217,2
H8CO06229,S0TX00233,2
P80006117,S0NM00058,2
H8CA45130,H8GA06393,2
H8GA06393,H6NV04020,2
H8IA03124,H0NH02181,2
S0NM00058,H4AZ07043,2
H8IL06139,H4PA13199,2
H6MN02131,H8MN03143,2
H8CA48035,H8IL14174,2
H8IL03102,H8IL14174,2
H8CA45130,P00009795,2
H8NM01331,H0NM03102,2
S2KY00012,S0FL00338,2
H8IL03102,H8IL06139,2
H8CA39174,H8NY19181,2
H6GA05217,H2NY17071,2
H8NC09123,H8CO02160,2
S0AZ00350,H8NJ03206,2
H8IA03124,H8PA15229,2
H8CA25074,H8CA10167,2
H8KS03155,H8NJ07223,2
H8TX32098,P00010793,2
H8TX32098,H8FL26039,2
P60007168,H4CA12055,2
H8MI11254,H6NV04020,2
P00009423,H8NM02248,2
H8CA10126,H8NY11113,2
H8PA18181,H8PA15229,2
H8TX23121,H8CA10126,2
H2TX33073,H8IL06139,2
H8NM02248,H8VA02111,2
H8UT04053,H8IL06139,2
H4CA11081,P00009621,2
S0AL00156,S6IL00151,2
P00009621,S4MA00028,2
H8IL14174,H8CA10167,2
H8FL26039,S8NV00156,2
H4PA13199,H8KS03155,2
H8TX02166,P80001571,2
H8IA03124,H6NV04020,2
H8UT04053,H8NY22151,2
H8TX23121,H8NY19181,2
H8CA25074,H8TX32098,2
H8NJ03206,H8FL26039,2
H8IL14174,H8ME02185,2
H8TX10185,H8TX23121,2
H8AZ01104,H8CA05035,2
H8GA06393,H8NY19181,2
S0SC00289,H4MS02068,2
H0NC03172,S8MI00372,2
H8IL06139,H8IL03102,2
P00011999,P00009423,2
S0ME00111,P00009092,2
H8OR02161,H8NC09123,2
S4MA00028,P80006117,2
H8CA39174,H8FL26039,2
H8MI11254,S0AZ00350,2
H0NC09187,S2TX00312,2
H8PA15229,H8WA08189,2
H4FL20023,H8NC09123,2
H0CA22102,S0SC00289,2
P00010298,H8NY11113,2
H2CA36439,H8NC09123,2
H8CO06229,H6CO07023,2
H4MA05084,S4MA00028,2
H8MI08102,S4MI00355,2
H8ME02185,H6MN02131,2
H8TX32098,H8NC09123,2
H6GA05217,P00009795,2
S0NH00219,P00010298,2
H8FL26039,H8CA39174,2
P00009423,P00011999,2
H8UT04053,H8FL26039,2
S0AZ00350,H8MI08102,2
P80006117,S4MA00028,2
H8NY19181,H8CA25074,2
H8MT01232,H8IL06139,2
H8NJ03206,H8NJ11142,2
P00009621,S2WI00219,2
H8TX25159,S0TX00233,2
H8NM02248,P00010793,2
H8CA10167,H8MI11254,2
H8PA18181,H8MI11254,2
H8TX32098,H8TX23121,2
H8NC09123,H4GA13034,2
H8VA02111,H8NM02248,2
H8IL06139,H8PA18181,2
S2WI00219,P00009621,2
H8OK05109,H8MI11254,2
H6MN02131,H8VA07094,2
S4MA00028,H4MA05084,2
H0CA27085,H8CA45130,2
H8CA48035,H8TX32098,2
P00009621,H0AZ01358,2
P00011999,H8VA07094,2
H6AZ01199,H6CA46116,2
H8NJ02166,H8MI08102,2
H8NC09123,H8UT04053,2
P80006117,S0SC00289,2
H8IL14174,S0AZ00350,2
H8TX07140,H8MI11254,2
H0TX24167,S0AL00156,2
H8NJ03206,H8OK05109,2
H8CA20059,H0NC09187,2
H8FL26039,S0TX00233,2
H8MI11254,H8FL26039,2
H8MA03106,P80000722,2
H8NC09123,H8WA08189,2
H8NC09123,H8NY11113,2
H6MN02131,S8MN00578,2
H8TX23121,H8TX10185,2
H8CA01257,P60007168,2
H8VA07094,H8NY19181,2
H6GA05217,S0NH00219,2
P00009423,H8ME02185,2
H6WA07458,H8WA08189,2
H8OK05109,H6MN02131,2
H8NJ03206,H8TX07140,2
H2NV04011,H6NV04020,2
H8OK05109,S0AL00156,2
H8FL26039,H8CA10167,2
P00006486,P00009621,2
P80000722,S4MI00355,2
H8CA48035,H8ME02185,2
H2NY17071,H6GA05217,2
H8CA10167,H8CA09060,2
H8MI11254,H8WA08189,2
H8MI11254,H8PA18181,2
H8VA02111,H8CA10126,2
S8MI00372,H8TX21307,2
P00011312,H8CA25074,2
S8MI00372,S4AK00214,2
S6NH00091,S4MA00028,2
H6NV04020,H8IL14174,2
P00009621,H8MA08170,2
H2CA06259,H8NC09123,2
H0IA02156,H8IA03124,2
S8MN00578,H6MN02131,2
S6PA00217,S6OH00163,2
S8NV00156,H6MN02131,2
S0SC00289,H8KS03155,2
H8IL06139,P00009795,2
H8TX07140,H8NJ02166,2
S0TX00233,H0TX24167,2
P00009621,H0CA22102,2
H2PA17079,H6MN02131,2
H0NC09187,S8MI00372,2
H8FL26039,H8CA48035,2
H8NY19181,P00009621,2
S0ME00111,S4MI00355,2
S0NM00058,P00009092,2
H8AZ01104,H6GA05217,2
H8MI08102,H8IA03124,2
H8VA07094,H6MN02131,2
H8MA07032,H8NC09123,2
H8MA08170,P00009621,2
H8NY19181,H8UT04053,2
S0AL00156,S0NH00219,2
H8CA45130,H8NJ11142,2
H6WI03099,H8IL06139,2
H0GA07299,H0GA06168,2
S0AZ00350,S8MN00578,2
S0AL00156,H8TX23121,2
S0SC00289,H0CA22102,2
H8ME02185,P00011999,1
H2NV04011,H0RI01073,1
H0NY15194,H8VA10106,1
S0CO00468,H8CA10126,1
H6NV04020,H8NY19181,1
S0AZ00350,S8NV00156,1
H0IL11052,H2NY06116,1
H8VA07094,H6VA01117,1
H0NY29054,H4WA04104,1
P00009092,S8NY00082,1
H8AZ08083,H8CA45130,1
H8WA08189,P00010298,1
S6NH00091,P00009290,1
S2WA00189,P00009621,1
H8NJ11142,H8NY19181,1
P80006117,H8MN03143,1
S8NV00156,S0NC00202,1
H6CA22125,S4NC00162,1
P60007168,H8MN03143,1
S6IL00151,H8IL14067,1
H8NJ11142,H8GA06393,1
H8CA25074,H8NY11113,1
H0NC09187,S4PA00121,1
H4AZ07043,H8CO06229,1
S4CO00395,H8NJ03206,1
H8MN05239,H8IL14174,1
H6MN02131,H8GA06393,1
H2CA43245,H8CA10167,1
S0CO00286,S0CO00484,1
H4NY11138,H8KS03155,1
H8NY15148,S0ME00111,1
H0NH02181,H2CA31125,1
H8NY19181,H6NV04020,1
S8ID00092,H4AZ06045,1
S4VT00017,H8TX23121,1
S0IA00176,H8IA03124,1
S4AK00214,H0NC03172,1
H8IL14067,H8GA07201,1
H8GA07201,S0NM00074,1
S4MI00355,H6WI03099,1
P00012054,P00009621,1
H2UT02324,S4OK00083,1
H0CA27085,H8ME02185,1
H8IL13150,P00010454,1
H2WI02124,H8TX23121,1
H8SC01116,H8IA03124,1
H2GA09150,S8AZ00221,1
S0NC00202,S0NM00058,1
S0NM00074,P00010298,1
H8NY21245,H8NY24090,1
H8WA08189,H8IA01094,1
H0IA02156,H6VA04061,1
H8CT05245,H8CA25074,1
H8VA02111,H8CA10167,1
S4MI00355,S6PA00217,1
H8NY19181,H8PA18181,1
H8MI11254,H4AZ07043,1
H6AZ01199,H8CA49058,1
H8MI11254,P00010298,1
H8NY22151,H4NY24073,1
P00011312,S0CO00500,1
S0TX00233,H6MN02131,1
S4MI00355,S4MA00028,1
H2CA36439,P80000722,1
P00009423,H8PA18181,1
H8NJ11142,H6CO01141,1
S4PA00121,S8AZ00221,1
H0WA03161,H2WA06129,1
H8GA06393,H2NV04011,1
S2WI00219,H8NY15148,1
H0FL19080,H0SC02061,1
H2MN07014,H6MN02131,1
S0NC00327,S0NC00202,1
H6GA05217,S4MA00028,1
H8CA39174,H2PA17079,1
H4WA04104,H2FL25018,1
P00010298,S0TX00233,1
H8TX23121,H2MN07014,1
H8CA10126,H8PA15229,1
H6WY00159,H0GA09030,1
H6MN02131,H2NV04011,1
H8ME02185,S4MA00028,1
H8NJ07223,H8UT04053,1
H2SC02059,H2NY06116,1
P00010454,S0SC00289,1
S0ME00111,H8KS03155,1
H8IA01094,H2PA17079,1
H2SC02059,H0PA03271,1
S0AL00230,H0NC09187,1
H8CT05245,H2TX35011,1
H2NY06116,H8NJ03206,1
H8TX02166,S8AZ00221,1
H0RI02139,H8TX23121,1
P00009795,H0OH05074,1
H8PA18181,H8CA45130,1
H8CA45130,P00011999,1
H8MA07032,P00009092,1
S0NC00202,H8NY11113,1
H8WA08189,H8PA18181,1
H0FL19080,H0NY15160,1
H8VA02111,H8NY19181,1
P00009795,S0SC00289,1
P60007168,H8MI08102,1
S4MI00355,H8PA06087,1
S2MT00096,S8WA00194,1
S4AK00214,H0KY06104,1
S4MI00355,H8CA05035,1
H8NJ02166,P00010454,1
H8IL14174,H8MI13250,1
S4AK00214,H2NC11080,1
H2CA28113,H8UT04053,1
H8VA10106,H8ME02185,1
H8VA07094,H6FL07140,1
H8CO06229,H8NJ11142,1
P00009423,S6NH00091,1
S0AL00156,H6NV04020,1
H8CT05245,H8PA15229,1
H2SC02042,S0SC00289,1
H8KS03155,H8PA15229,1
H0FL21045,H8PA07135,1
H8NY22151,H8NY24090,1
H2CA36439,H8AZ01104,1
H4WI04183,H2MA09072,1
H8ME02185,H8NH01210,1
H8TX07140,H8NJ11142,1
S0AL00206,H0WI07051,1
H8CA10126,H2NV04011,1
H2NV04011,H8CA25074,1
H8GA07201,H8CA45130,1
H8NY19181,H8PA15229,1
H8CA10126,H8CA39174,1
P00010520,S0CO00286,1
H0TX23086,H2NC11080,1
H8OK05109,H8CA39174,1
H0RI02139,H6MN02131,1
H6AZ01199,S8AZ00197,1
H0LA01087,S8NV00156,1
H8TX23121,H8PA06087,1
S2KY00012,S2TX00312,1
H8MS03125,H2NC13110,1
S0SC00289,H8CA45130,1
S0NM00058,S2NM00088,1
H2PA17079,H8PA18181,1
H0NH02181,H8VA10106,1
H8IL14067,H0NH02181,1
H6WA07458,H8NJ11142,1
P00010520,H4GA13034,1
H8CA49058,H2SC02042,1
H6FL18097,H0LA01087,1
P60007168,H8IA03124,1
P00009183,H4AZ07043,1
H0GA09030,H4WA04104,1
H8VA07094,H0GA07208,1
H4MA05084,H8UT04053,1
H8OH12180,S2KY00012,1
H8IA01094,H8PA15229,1
H2CA28113,H8TX23121,1
P00009621,H8PA15229,1
H8CA49058,H6AZ01199,1
H8CO06229,H8CA25074,1
H8CT05245,H4AZ07043,1
S0NC00202,S0SC00289,1
P00009621,H8CO03192,1
S0NH00219,H4AZ07043,1
H0NY29054,H4NY21079,1
P00009795,S0AZ00350,1
H2NV04011,H8MI11254,1
H8CO06229,H6GA05217,1
H8KS03155,H4NY11138,1
H8VA10106,P80000722,1
H0CA22102,H8IL14174,1
S0NM00058,S0CT00177,1
S8MN00578,P80000722,1
H6NV04020,H8CT05245,1
H4MA05084,H6TN09068,1
H4WA04104,S4PA00121,1
H6MN02131,H8CA25074,1
H4CA16049,H8ME02185,1
S0AL00230,S2TX00312,1
H8MO01143,P00009621,1
P00009290,P00010298,1
S6RI00221,S6OH00163,1
H8VA07094,S0SC00289,1
S0ME00111,H8GA06393,1
H8NJ02166,H8IL03102,1
H8CA10167,H0GA07208,1
H8MI08102,H8NE02220,1
P00006486,P80006117,1
H8IL14174,P00009795,1
H8CA39174,P00009423,1
H6NC13129,H6OH04082,1
P80000722,H0NC03248,1
H8TX32098,H8IA01094,1
H8VA10106,H0NH02181,1
H8CA25074,H8GA07201,1
H0CA10149,H4CA11081,1
H4CA12055,H6VA01117,1
H8CA25074,S6IL00292,1
P00009795,H0CA27085,1
S8NV00156,H8GA07201,1
S4MI00355,H4NY11138,1
H8IL03102,H0GA07208,1
S0AZ00350,H8IA01094,1
H0LA01087,H8TX21307,1
H8CO03192,H8TX23121,1
S0NM00058,H0CA27085,1
H8TX25159,H2TX33073,1
H0MI06152,H0NY15160,1
H2NV04011,H8CT05245,1
H2PA17079,H8NM02248,1
H8AZ08083,H0CA18068,1
H8NE02220,H8TX23121,1
H8MA07032,H8MI13250,1
P00011833,H8CA10167,1
P00010520,H8CO03192,1
H8CA10167,H8MI08102,1
H8CO02160,P80000722,1
S6PA00217,P80000722,1
H0NH02181,S8NV00156,1
H8VA02111,H8KS03155,1
H8TX10185,H8TX25159,1
H8VA02111,H8TX07140,1
S8MN00578,S4MA00028,1
S4IA00129,H6WY00159,1
P00010454,S2WA00189,1
S0AL00156,H8CA48035,1
H8SC01116,H2CA36439,1
H8TX07140,H0GA07208,1
S0CO00468,H8IA03124,1
H0CA03078,H8CA05035,1
P00009092,H8IL14174,1
H8MI11254,H8IL14174,1
H8AZ06103,P00010298,1
H8MI11254,H8NY22151,1
H8WA08189,H8NJ07223,1
H8NJ03206,H2CA36439,1
H8PA07135,H0FL20120,1
H8SC01116,H6TN09068,1
P00009621,P00011338,1
H8NJ11142,H8NY22151,1
H0NH02181,H0GA07208,1
H8WA08189,H8NY19181,1
P00009423,S6OH00163,1
S8NV00156,H8VA07094,1
H0CA27085,S8OR00207,1
H8MN03143,H8VA10106,1
H4AZ07043,H8TX23121,1
H8CO02160,H8CO06229,1
H6MI01226,S4IA00129,1
H8AZ01104,S6PA00217,1
H8CA10167,S6PA00217,1
H8KS03155,S4MI00355,1
H8MI11254,H6FL07140,1
H2TX35011,S4VT00017,1
H8PA15229,H8NJ11142,1
H2TX33073,H4NY11138,1
H8NY21245,H8VA10106,1
S6OH00163,H8NY22151,1
H6TN09068,H4PA18131,1
H2CA28113,H2CA36439,1
H0WI07051,S4SC00240,1
H8PA07135,H0FL21045,1
P00009092,H8AZ06103,1
H8VA02111,H8NE02220,1
H0GA07208,S0TX00233,1
H2PA17079,H8TX23121,1
H8ME01120,S4VT00017,1
S8NV00156,H8IA03124,1
H6TN09068,H8NM02248,1
P00009621,H8MI08102,1
H8TX03123,H6TX19099,1
S6IL00292,H8CA25074,1
H8FL26039,H6FL07140,1
H8PA18181,S0AZ00350,1
H8FL26039,H8CA25074,1
H6MN02131,H8VA02111,1
S4MA00028,H8IL03102,1
S4AR00103,S0AR00150,1
H8NJ11142,H8CA25074,1
H0PA03271,H2NY06116,1
S6NH00091,P80006117,1
P00009795,H8NJ11142,1
H8FL26039,H8MA03106,1
H8PA18181,S4MA00028,1
H8MI08102,H8WA08189,1
P00010793,H0CA22102,1
H8MN03143,H8NY11113,1
H8IA03124,H8SC01116,1
H8VA02111,H8MI08102,1
P00009423,S0CO00286,1
H8IL14174,H8CA39174,1
H8AZ01104,H8NJ03206,1
H4PA13199,H8FL26039,1
S6NH00091,H8MN05239,1
H8NJ03206,H2NV04011,1
H2CA28113,H6TN09068,1
S0SC00289,H6MD04209,1
S0SC00289,H8TX07140,1
H8GA06393,H8MI13250,1
H8ME02185,H8IL14067,1
H8TX23121,H4MA05084,1
H0NH02181,H8NY21245,1
P80000722,S0ME00111,1
H4CA16049,P00009423,1
S4OK00083,H2NC13110,1
H8NJ11142,H0LA01087,1
S0CO00500,P00010298,1
H2CA31125,H8IL03102,1
P00010454,H8CA10167,1
S4SD00049,S2SD00068,1
H8MN03143,H0GA07208,1
P80006117,S4MI00355,1
H8MN03143,H8FL26039,1
H8NJ03206,H2PA17079,1
H8TX25159,H8TX10185,1
H8NY21245,H8PA15229,1
H8IL14067,H8ME02185,1
H8WA08189,H8FL26039,1
S4IA00129,S2KY00012,1
H2GA09150,H6MI04113,1
H8IA03124,H2CA31125,1
H0CA33117,H6VA04061,1
H6TN09068,S6PA00217,1
P00009423,H8MN05239,1
H8PA15229,H8NJ02166,1
H8NY27176,H8NY22151,1
H8TX07140,S0SC00289,1
H8KS03155,H8CT05245,1
H8KS03155,H8NY22151,1
H8TX02166,S0SC00149,1
H8MI08102,H6MN02131,1
H8OK05109,S0IA00176,1
H8TX32098,H8VA02111,1
H8CA10126,H8KS03155,1
S8NV00156,H6FL07140,1
H8VA10106,H8MI11254,1
S8NV00156,H8ME02185,1
H8VA02111,H8NJ07223,1
P00010454,H2MN07014,1
H8CT05245,H8NM02248,1
H8IA01094,H8KS03155,1
H8NY21245,H8IL14067,1
H8IA03124,H8NY15148,1
H6NV04020,H4CA11081,1
P00011833,S0GA00393,1
S0SC00289,S6IL00151,1
H8TX23121,H8NH01210,1
H0CA18068,H6IL08147,1
H8NJ03206,H2CA43245,1
S0AZ00350,H8MA07032,1
S4MA00028,H8PA18181,1
H0WI07051,S0AL00206,1
S0AL00230,H0LA01087,1
H6WA07458,H6VA01117,1
H8PA18181,H8WA08189,1
H0GA07208,S8TN00311,1
S6PA00217,H8TX07140,1
H8NJ03206,H2NY06116,1
H8NY19181,H8WA08189,1
H8NY27176,H8NY24090,1
H2CA08164,H0NY29054,1
H4NY11138,H2TX33073,1
H2NV04011,H8NM02248,1
H8MI08102,H8PA18181,1
H8TX23121,H8MT01232,1
H8TX32098,H8CA10126,1
P00009621,H8MT01232,1
H8CA10126,H8NJ07223,1
H8CA10126,P80000722,1
H0GA07208,H8GA07201,1
S4MA00028,H8ME02185,1
S8NV00156,S0TX00233,1
H8VA10106,H8IL03102,1
H0NC02083,H8AZ08083,1
H6WA07458,P00009621,1
H8TX03123,H4WA04104,1
H6IL08147,H4CA12055,1
H8PA15229,S6PA00217,1
H6FL07140,H6WA07458,1
S6NV00200,S6NH00091,1
H8PA15229,H8VA10106,1
H6NV04020,H8NJ07223,1
H2WA06129,H2CA36439,1
H8NY19058,S0NC00202,1
S0ME00111,H4CA11081,1
H2SC02042,H6MD04209,1
H8ME02185,H8VA10106,1
H2NV04011,H8IA03124,1
S0NM00058,S8OR00207,1
H4NY24073,H8NY11113,1
H8MN05239,H4WI04183,1
H8NH01210,S6NH00091,1
H8NJ07223,H8OK05109,1
H8NY11113,H8MN03143,1
H6NV04020,P00009795,1
H8TX07140,S0AL00156,1
S4AK00214,H4NC10047,1
P00010298,H8IL14067,1
P00011999,H8ME02185,1
H4NY21079,H0NY29054,1
H2NV04011,H2WI02124,1
H8NY22151,H8CA48035,1
H8CO06229,H8NY21245,1
S6OH00163,S6RI00221,1
S6PA00217,H8VA10106,1
H8VA05114,H8OR05107,1
H8NM02248,S0AZ00350,1
P80000722,H8PA07200,1
H8ND00096,H4WA05077,1
H8TX23121,H4CA16049,1
H8CA05035,S4MA00028,1
H6AZ01199,H6OR04047,1
H8CO03192,H8VA07094,1
H8UT04053,H6TN09068,1
H8CT05245,H8CA10126,1
H8CA10126,H2PA17079,1
H8CA10167,H8NY21245,1
H8NY21245,H8TX07140,1
H8VA07094,H0NH02181,1
H8VA02111,H8WA08189,1
H8MI08102,H8FL26039,1
H8CA10167,S4MA00028,1
H8NJ03206,H8CA05035,1
S6PA00217,S0NM00058,1
H8ME02185,P80006117,1
H8KS03155,H8IL13150,1
S6PA00217,H2CA36439,1
H8NY15148,H8CA48035,1
S4CO00395,S4AK00214,1
H8TX25159,H8TX32098,1
S0NM00058,S4MA00028,1
H8NJ02166,P60007168,1
H4NY11138,S4MI00355,1
P00009423,H6FL13205,1
H8NM02248,H8CT05245,1
H8VA07094,H6CO01141,1
H8NY11113,H8CA48035,1
H4TX04039,S0KS00208,1
S8NV00156,H8PA15229,1
H8CO06229,H8PA18181,1
H8KS03155,H8VA02111,1
H8MN05239,S0SC00289,1
H8VA10106,H0NC03248,1
H0CA25097,P80001571,1
H8PA15229,S4MA00028,1
H6NV04020,H0CA10149,1
H8GA07201,H8CA10167,1
H8PA06087,S0ME00111,1
P00009092,H0CA22102,1
H8IA03124,H8GA07201,1
H0NY15194,P00009423,1
H0NY15160,H0IA02156,1
P00009423,H0NC02083,1
P00009423,P00012054,1
S4MA00028,S0SC00289,1
H8UT04053,H8TX07140,1
H8CO06229,H8FL26039,1
H8NY11113,H4NY24073,1
S0KY00297,S0NJ00191,1
H8WA08189,P80000722,1
H8NJ03206,H8CT05245,1
H8TX23121,H0MI06152,1
H8IL14067,H8IA03124,1
S6PA00217,H0GA07208,1
H6MI01226,S4CO00395,1
H8OK05109,H8PA07200,1
P00011833,P60007168,1
S0AZ00350,H8PA06087,1
H0GA13115,P00010520,1
S4MA00028,P00010454,1
H8GA07201,H8IL14067,1
H8CO06229,H0GA07208,1
P00009092,H2TX35011,1
H2CA43245,H8TX23121,1
H8NY15148,H8CA10167,1
H0CA22102,P00010793,1
S8AZ00221,S0AL00230,1
H8PA07200,S0AZ00350,1
S0TX00233,H8NJ02166,1
P00009621,H8AZ06103,1
H8PA15229,H8NY19181,1
H8NH01210,H8TX23121,1
P00012054,H2NY00010,1
H0KY06104,H4WA04104,1
S0NM00074,H8GA07201,1
H8IL14067,H8VA07094,1
H8MN03143,H2CA31125,1
H4CA16049,H8CA25074,1
H2NV04011,H8GA06393,1
H0AR03055,H2GA02031,1
H6FL18097,S0SC00149,1
H0IL05096,S0AZ00350,1
H0NM03110,P00009795,1
H8PA18181,H8NY19181,1
H8NY22151,H8NJ02166,1
H8IL14174,H8NY19058,1
H6NV04020,H0GA07208,1
S4MA00028,H8CA05035,1
H0TX24167,P00009092,1
H8AZ01104,S8MN00578,1
H8NJ07223,H8VA02111,1
P80000722,S0SC00289,1
H8NH01210,H8ME02185,1
H8NH01210,H8KS03155,1
H0CA10149,H6NV04020,1
H8PA06087,H8PA18181,1
P00009423,S0GA00393,1
P00009423,H8AZ08083,1
S4CO00395,H8CO06229,1
S0AZ00350,H8CO02160,1
P00009621,H4CA16049,1
H8FL26039,H0RI02139,1
H0FL19080,H0IA02156,1
H8CA10126,H0CA27085,1
S0AL00206,S8AZ00221,1
H0NV04023,S8MI00372,1
P80000722,H8PA04116,1
H8PA06087,H6WI03099,1
H8VA10106,H8PA18181,1
H8NJ02166,S4MA00028,1
S6PA00217,S8MN00578,1
H8TX07140,S6PA00217,1
S8NV00156,H8IL14067,1
H2WA06129,H8CT04172,1
H6VA01117,H4AZ07043,1
S4MA00028,S0NM00058,1
H8NY20056,S4CO00395,1
P80006117,S6OH00163,1
H0RI02139,H0NY15160,1
S0SC00289,H6GA05217,1
S8NV00156,S0AZ00350,1
H4AZ07043,H6CO01141,1
H8PA18181,H8NM02248,1
H8NM02156,S8MI00372,1
H8SC01116,H4MA05084,1
H8TX23121,H8NJ07223,1
H8NJ07223,P00009795,1
H8IA03124,P60007168,1
H8MI11254,H8TX23121,1
P80000722,H6MN02131,1
H0TX24175,H8TX32098,1
S0NH00219,H0IL05096,1
H8VA10106,H8IL14067,1
H8CA25074,H8GA06393,1
H8MN03143,S0TX00233,1
H8IL13150,H8ME02185,1
H8TX23121,H8NY15148,1
H8IL14174,H8MI11254,1
H8TX23121,H8MI11254,1
H0LA01087,H8OH12180,1
H8UT03238,S4OK00083,1
H8UT04053,H8GA06393,1
H8AZ08083,H8SC01116,1
H8GA06393,H8WA08189,1
H0NH02181,H8FL26039,1
H8GA06393,H8UT04053,1
H8NJ02166,S0AZ00350,1
S8NY00082,S0NM00058,1
H2NV04011,H2NJ10154,1
H8NJ02166,H8VA10106,1
H8IA03124,H8CO06229,1
H8MN03143,H8CT04172,1
P00009423,H0TX24167,1
H6NC13129,H0LA01087,1
H0RI02139,H8FL26039,1
S0AZ00350,H0GA07208,1
S4AK00214,H6IL18088,1
S0AL00156,H8MI08102,1
S0GA00393,H8IL03102,1
H2CA36439,H2WA06129,1
H8MN03143,H8TX07140,1
S0ME00111,S2CT00132,1
H2CA28113,H8SC01116,1
S6NH00091,S0NH00219,1
H8CA10167,H8CA39174,1
H8NY22151,H8SC01116,1
H8PA15229,H0NH02181,1
H8UT04053,S6PA00217,1
H8CO06229,P80006117,1
H8TX23121,H8NY25105,1
S0AL00156,P00011999,1
H4MN06087,S4GA11285,1
H0NC03248,H8VA10106,1
H6FL07140,H8TX23121,1
H6TN09068,H2NV04011,1
H8CT05245,H8NY19181,1
H6FL18097,H8CA20059,1
H8NY11113,H8NJ03206,1
H6NV04020,H8CA39174,1
H8GA07201,H8MN03143,1
H8TX25159,S0CO00500,1
S0NM00074,H0NM03102,1
H8PA18181,H8CA10126,1
S8OR00207,H2CA31125,1
H8CA25074,H4CA16049,1
S0CO00286,P00011833,1
H8TX23121,H0RI01073,1
S0SC00149,H8GA06286,1
H8TX23121,H2PA17079,1
H8NJ03206,H6NV04020,1
H2PA17079,H8PA15229,1
H8IA03124,H8MA03106,1
H0GA09030,H4TX19136,1
S6IL00292,S8NY00082,1
S6IL00292,S6OH00163,1
S0IA00176,H8TX23121,1
H6CO03139,H6CA22125,1
H8IL14067,S8NV00156,1
S6PA00217,H8PA15229,1
H8NY19058,H8IL14174,1
S0NM00058,H8AZ01104,1
H8MN03143,S4MA00028,1
H8IL03102,H2CA31125,1
H2NY17071,S0NM00058,1
H6CO01141,H4AZ07043,1
H8FL26039,H2NV04011,1
H8PA15229,H8CO06229,1
H8MN03143,H8NY21245,1
S4SC00240,H0KY06104,1
H8VA07094,H8TX23121,1
H8CA39174,H8CA10126,1
P00009183,S4HI00136,1
H8IL03102,H0TX28077,1
H8PA15229,S0TX00233,1
S0NM00058,H8NJ03206,1
S0AZ00350,H8VA10106,1
S8NV00156,H4PA13199,1
H2NV04011,H8WA08189,1
S6RI00163,S6RI00221,1
H0NH02181,H8VA07094,1
H6WY00159,H4TX19136,1
S4MA00028,H8VA07094,1
H8IL13150,H8IL14174,1
H0CA27085,H8CA10167,1
H8MN05239,P60007168,1
P00009423,H8IA03124,1
H4WA04104,S8MI00372,1
H2CA36439,H8CA05035,1
P00009092,H8MI13250,1
S0NH00219,H8IL14174,1
S0NH00219,H8CT05245,1
H8KS03155,H8TX25159,1
S0AL00156,H8PA07200,1
H8CA05035,P00009290,1
S6PA00217,H8CA10167,1
S2WA00189,H6WA07458,1
H8MI13250,P00009423,1
P00010298,H8VA02111,1
H8IL03102,H8TX07140,1
H8UT04053,H8CA10126,1
H8VA02111,H8NJ03206,1
H8TX32098,H8MI08102,1
S2NM00088,S0NM00058,1
H8IL14174,H8MA07032,1
S0IA00176,H8MT01232,1
H0NM03102,S0NM00074,1
H8CO06229,S6PA00217,1
S0NM00058,P00010793,1
H6CA22125,H4WA05077,1
H8CO06229,H6WA07458,1
H2NY00010,H2NY13096,1
S8TN00311,H8ME02185,1
S4MI00355,H8KS03155,1
H8OK05109,H6NV04020,1
H0NC03172,S4AK00214,1
S2HI00106,S4HI00136,1
H8VA05114,H8IA03124,1
S0NM00058,H0OH05074,1
H2TX33073,H4PA13199,1
S6VA00093,P00010793,1
S4MI00355,P80006117,1
P00011833,P00009092,1
H8NY21245,H8MI11254,1
P00009423,P00009183,1
H8MA07032,S0ME00111,1
H4TX10028,H0TX02080,1
H8AZ01104,H2CA31125,1
H8CA10167,H8CO06229,1
H8NJ03206,H2NY22139,1
H8CA45130,H2CA31125,1
P00010454,H6MN02131,1
H4PA13199,H4NY11138,1
S0NH00219,H8CO06229,1
H8ME02185,H8NY11113,1
P00010298,H8NM02248,1
P60007168,S0NH00219,1
H4MA05084,H8NM02248,1
H8NY23183,H8NY27176,1
H4MA03022,H2GA02031,1
H8KS03155,H8PA06087,1
H6GA05217,H0NH02181,1
H6FL07140,H8NJ11142,1
