source_id,target_id,score
H6CA24303,H4CA11081,1
H0CA10149,S0NM00058,1
H2AZ07070,H2CA36439,1
H8ME01120,P00009621,1
H6MN02131,H6NV04020,1
H0GA07208,S8NV00156,1
H8VA07094,P00010793,1
H8PA15229,H8NY21245,1
H8ME02185,P00009092,1
H8CA10167,H8IL13150,1
S6IL00292,S4MI00355,1
H8PA15229,H8IL03102,1
P00011833,P80000722,1
H8CA45130,S6NH00091,1
H2CA36439,H4MA05084,1
H8ME02185,H8NY22151,1
S0AZ00350,H8PA15229,1
H8CT05245,H6MN02131,1
H0MI06152,H8TX23121,1
H8CO06229,S0CO00518,1
H8PA15229,H8GA07201,1
H8VA07094,H4CA12055,1
S6PA00217,H0NH02181,1
H8CA10167,H8OK05109,1
H8TX23121,H8MI13250,1
S2HI00106,P00009621,1
H8IL14067,S0TX00233,1
S6PA00217,H2CA31125,1
P00009621,H8PA04116,1
H8NY27176,H8NY23183,1
S4MA00028,S0NH00219,1
H6FL07140,H8CT05245,1
S8WA00194,H6WA07458,1
H8CO06229,P80000722,1
S6PA00217,H8PA18181,1
H8NJ07223,H8TX23121,1
H0CO01136,S0CO00534,1
H6VA01117,H8CO06229,1
H8TX07140,H8VA02111,1
H0NC03248,H8ME02185,1
H6WI03099,H4NY11138,1
H4WA04104,H6TX19099,1
H8VA07094,S4MA00028,1
S0TX00233,H8CA10167,1
H0PA03271,H8NJ03206,1
H8GA06393,H8CO03192,1
H2PA17079,H8IA01094,1
H8VA10106,H8NJ02166,1
P00011999,S6IL00151,1
S2VA00142,P60007168,1
H8SC01116,H8CA45130,1
H6CA44103,H8OK05109,1
H8CA05035,P60007168,1
H8IA01094,H6NV04020,1
H8TX10185,H2TX33073,1
H0GA07208,H8IL03102,1
H8CA10126,H8PA18181,1
S8NY00082,P00009423,1
S0ME00111,H8PA07200,1
S0ME00111,H8PA06087,1
H4CA11081,H6NV04020,1
P00009795,H0NM03110,1
H8CT05245,H8CA48035,1
S0FL00338,S8AZ00221,1
H6FL07140,H4CA12055,1
S4MA00028,H0NH02181,1
H8VA05114,H8FL26039,1
H8PA18181,P00009423,1
H6NC04037,H0MO06073,1
S0ME00111,H8TX10185,1
H8NJ07223,H8CT05245,1
H0MI06152,H8MI09118,1
P00011999,P00009183,1
H2CA36439,H8SC01116,1
S0AL00156,H8AZ01104,1
H8IL14067,H8PA18181,1
P00009092,H0NY15194,1
H0CA27085,S0SC00289,1
H8GA07201,H8CA25074,1
S4MA00028,S0TX00233,1
S8AZ00197,H8CA50098,1
H8NJ11142,H6VA01117,1
S4CO00395,H0LA01087,1
H8TX32098,H8MI11254,1
P80006117,H8MA07032,1
H8VA07094,H8IL14067,1
S6NV00200,H2CA31125,1
H8TX21307,H4IL12060,1
H0NC03248,P80000722,1
H0CA10149,H2CA36439,1
H8IL03102,H8CO06229,1
H0CA33117,S0AL00156,1
S8MN00578,S0NM00058,1
S6IL00151,H6GA05217,1
P00009092,H8TX32098,1
H8NJ03206,H8NY22151,1
H8TX23121,H4PA13199,1
H2PA17079,H2MN07014,1
H8NY15148,H8MI13250,1
H0GA07208,H8CO06229,1
S0AZ00350,H2CA31125,1
H8AZ01104,S4MI00355,1
H8CA09060,H8TX23121,1
H8CO06229,S0AL00206,1
P80000722,H8NJ02166,1
S0AZ00350,H8SC01116,1
H8TX07140,H8NY21245,1
S4MA00028,H0GA07208,1
H2NV04011,H4MS02068,1
S2VA00142,H8VA02111,1
H0CA10149,H8CA10167,1
H8TX07140,P00010454,1
H8CA10126,S0AL00156,1
H8PA06087,H2TX33073,1
H6MN02131,S0NM00058,1
S0AZ00350,H8CA39174,1
H8IL13150,H2PA17079,1
H2NV04011,H8NJ11142,1
H4GA13034,P00010520,1
P80000722,P00011833,1
P00009621,H8TX10110,1
H8GA07201,H8ME02185,1
H8MI08102,H8VA02111,1
H8FL26039,H8MN03143,1
P00010520,P00009183,1
P00009092,H8GA06393,1
H8VA02111,S2VA00142,1
S0NM00058,S0NH00219,1
H8MI13250,S0ME00111,1
S0ME00111,S0CO00500,1
H8FL26039,H8GA07201,1
H8NJ03206,S4CO00395,1
P00011999,P00011833,1
H8CA48035,H8VA02111,1
H8CA09060,P00009621,1
H8CT05245,H8NJ07223,1
H6GA05217,H4AZ07043,1
H2NC11080,H6NC13129,1
H8IA03124,H8NJ11142,1
H8TX32098,H4TX10028,1
H2CA36439,S6PA00217,1
S0NM00066,H6OH04082,1
H0CA27085,P00010793,1
H8NJ07223,H8IL14174,1
S4IA00129,H6NE03115,1
P00010454,H2PA17079,1
H6MN02131,S0TX00233,1
H8TX10110,P60007168,1
P80000722,H8NM02248,1
P00009290,S6NH00091,1
H0GA13115,P00009621,1
S8MN00578,S6OH00163,1
H8GA07201,H8TX07140,1
H6NV04020,H8WA08189,1
S6OH00163,H0OH05074,1
H0CT03072,S2CT00132,1
H8CA25074,H8WA08189,1
H4AZ06045,H2KY04121,1
S0AZ00350,H2TX33073,1
H8NY21245,S6PA00217,1
S4AR00103,S0AL00230,1
S0CT00177,H4AZ07043,1
H0AZ01358,S0CO00468,1
S0AL00156,H8NJ03206,1
H2PA17079,H2NV04011,1
H4AZ07043,H8MI11254,1
H8CA25074,H8NJ11142,1
H8CA10167,S0NM00058,1
H8CA45130,P00011312,1
H8IL03102,S0TX00233,1
H2PA17079,H8FL26039,1
H8NJ03206,H8NY11113,1
P00009621,H6NV04020,1
S2HI00106,S6IL00292,1
H4MS02068,H6FL04105,1
H2NV04011,H8CA45130,1
H6MN02131,H8NH01210,1
H8NJ07223,H8MI11254,1
S0CO00286,S8OR00207,1
H8NJ11142,H8CA39174,1
H0TX28077,P00009621,1
H0FL21045,H0FL20120,1
H6MN02131,H0RI02139,1
S6PA00217,S0TX00233,1
S0SC00289,H2NV04011,1
H6MN02131,H0NH02181,1
H8TX32098,P00009092,1
H8CA05035,H8CA10126,1
P80000722,S0CO00534,1
S0NH00219,H6CO01141,1
H8FL26039,S6PA00217,1
H8WA08189,H8GA06393,1
H8OK05109,S0NM00058,1
H8IL13150,H8TX07140,1
H2CA36439,P00009621,1
H2SC02059,S4CO00395,1
S0ME00111,H8MA07032,1
P00010520,S0CO00468,1
S6IL00292,S0NM00058,1
P80006117,H8VA02111,1
H8OK05109,H8IL14174,1
H8ME02185,H2PA17079,1
H8PA07200,S0AL00156,1
S0CO00500,H8TX23121,1
H8GA07201,S0TX00233,1
H0NC09187,H2NC11080,1
H2CA36439,H8NJ03206,1
H8CA25074,H8MN03143,1
H6MN02131,H8IL03102,1
H6NC13129,H4AZ06045,1
H4AZ07043,H6VA01117,1
H6MN02131,H8CO06229,1
S6MT00162,S0AZ00350,1
P00009092,H0NM03110,1
H8VA10106,S0TX00233,1
H2CA31125,H8TX07140,1
S4MI00355,H8MI11254,1
H2NV04011,H8PA18181,1
H2NY17071,S4MI00355,1
P80000722,H0CT03072,1
H2CA28113,S6PA00217,1
H8GA06393,H8PA18181,1
S4CO00395,S2MT00096,1
H8MA03106,H8FL26039,1
S0SC00289,H0CA27085,1
H8GA06286,S8AZ00221,1
H8ME02185,H8CA39174,1
P80006117,H8PA07200,1
H8IL14174,H2NV04011,1
H8NY11113,S0NC00202,1
S6PA00217,H8MI11254,1
S0CO00500,H8AZ06103,1
H8IL03102,H6MN02131,1
P00011338,P00009621,1
H8PA04116,P00009621,1
H8NJ07223,S6NH00091,1
H8VA07094,P80000722,1
H8NJ03206,H6GA05217,1
H2GA09150,H0NC09187,1
H2IL10068,H2CA31125,1
H8IA03124,H8NY21245,1
H6GA05217,S8NV00156,1
H2NV04011,H0CA33117,1
S6PA00217,H8ME02185,1
H8MA07032,H8IL14174,1
H8CA10167,S8NV00156,1
H8IL13150,H8NJ02166,1
P00010454,H8NJ02166,1
H6NV04020,H8CA48035,1
H8OH12180,S0FL00338,1
H8ID02064,H2MI05119,1
P80000722,H0OH05074,1
H0NH02181,S6PA00217,1
H8IA03124,S6PA00217,1
P00010793,P00012054,1
S0SC00289,H8TX25159,1
P00011833,H8ME02185,1
H6MN02131,H8CT05245,1
H6OH04082,H6NC13129,1
H8IL14174,H8TX07140,1
H8NM02248,H4MA05084,1
S4CO00395,H2NY06116,1
H8OK05109,H8NY22151,1
P00010298,H0PA18097,1
H6MN02131,H8PA04116,1
H8OK05109,H8GA06393,1
P00009795,H6NV04020,1
H8TX10185,S0ME00111,1
H2CA31125,H8NJ02166,1
H2CA36439,H2NV04011,1
S0SC00149,H6LA04138,1
H6NV04020,H8PA18181,1
S6PA00217,H8AZ01104,1
H8AZ06103,S0CO00500,1
H8IL14174,H8OK05109,1
S0SC00149,H8TX21307,1
P00009092,S6IL00292,1
H8PA18181,H0NH02181,1
H8TX23121,H8IL13150,1
H8GA06393,H8MA07032,1
H6WA07458,S8WA00194,1
H4PA13199,H2TX33073,1
H0NC03248,H0GA07208,1
S8NV00156,H8PA18181,1
P00009423,H8CA39174,1
H2CA28113,H4MA05084,1
H8NJ11142,S0AZ00350,1
S0ME00111,H8OK05109,1
P00009423,H8NJ11142,1
S0NH00219,H8CA05035,1
H8CO02160,P80006117,1
S6OH00163,S8MN00578,1
H8GA06393,S0SC00289,1
H8NY21245,H8PA18181,1
P00009423,H6NV04020,1
H6NE03115,H6WY00159,1
H6WI08155,S6VA00093,1
H4PA13199,S8NV00156,1
H4WA04104,S2NE00094,1
S6PA00217,H8IL14067,1
H6MN02131,H8SC01116,1
H8CT05245,H8CA39174,1
S8OR00207,H0CA27085,1
H8NY19181,P00011312,1
H6OR04047,H6AZ01199,1
H8NY15148,S2WI00219,1
S0ME00111,S0CO00468,1
H8CO06229,H8TX07140,1
H8TX23121,H8OR05107,1
H2CA31125,H0GA07208,1
H2CA31125,S6PA00217,1
H6WA07458,H8NE02220,1
S6PA00217,H8SC01116,1
H8MN05239,S0ME00111,1
H6LA04138,H0MI02094,1
H8NM02248,H6GA05217,1
P00012054,S2WI00219,1
H8VA10106,S8NV00156,1
H8FL26039,S0AZ00350,1
P00010454,S0CO00468,1
H8CA39174,H8PA18181,1
P80000722,H8FL26039,1
H8IL14174,S0NM00058,1
H8WA08189,H8VA02111,1
H6GA05217,H2CA36439,1
H8VA10106,H8MN03143,1
H8VA07094,S8NV00156,1
H8OK05109,H8CT05245,1
H6LA04138,S0SC00149,1
H8CO06229,H8IL14067,1
H2PA17079,H8NJ07223,1
H8VA10106,H8NM02248,1
H0NC02083,P80000722,1
S4MI00355,S0AZ00350,1
H0WI07051,H2CA08164,1
H8TX23121,H8UT04053,1
S4MA00028,H8PA15229,1
H8IL14067,H8CA10167,1
S0CO00500,H8TX25159,1
H8MI11254,H2CA31125,1
S8TN00311,H0GA07208,1
P00009290,H0OH05074,1
H8NY11113,H8NY19058,1
S0SC00289,H8MI13250,1
S0NH00219,H6WA07458,1
S0NM00058,H8NY11113,1
H8CT05245,H2NV04011,1
H8MA03106,H4WA04104,1
H8MI11254,H8GA06393,1
H8CT04172,H8MN03143,1
H8NH01210,H8NJ02166,1
S2WI00219,P00012054,1
H8ME02185,H8GA07201,1
H8IL14174,S0ME00111,1
H2CA36439,H4NJ12149,1
H8CA48035,H6MN02131,1
H8MN03143,S6PA00217,1
H8MI11254,H6VA01117,1
H8TX23121,H8CO03192,1
H6VA04061,H0NY15160,1
H8NY11113,P00010520,1
H6GA05217,S6RI00221,1
P00011999,H8NM02248,1
H8CA25074,H8CO06229,1
S0SC00149,H8TX02166,1
S0GA00393,P00009621,1
H8NJ07223,H8PA18181,1
S0TX00233,H8GA07201,1
H8NY21245,H8MN03143,1
S0AL00230,S4CO00395,1
P00009092,H8NY19181,1
H8IL14174,P00009092,1
H8VA10106,H8NY21245,1
H8FL26039,H4PA13199,1
P00010520,H8NJ07223,1
P60007168,H8IL13150,1
H8OK05109,H8CA48035,1
H8VA10106,H8GA07201,1
S6MT00162,P00009423,1
H8CA45130,H8TX10110,1
P00011999,H2SC02042,1
H8NY19181,H8VA02111,1
H8WA08189,H8TX32098,1
H8CO06229,P00010520,1
H8WA08189,H8CA10126,1
H8WA08189,H8VA07094,1
S4PA00121,S4AK00214,1
S8MI00372,S2KY00012,1
H0CA25097,H8CA49108,1
S8NV00156,H0NH02181,1
H8UT04053,H2CA36439,1
S6OH00163,H8AZ01104,1
S0NH00219,S0NM00058,1
P80000722,H8MI08102,1
H4MN06087,H8MO09153,1
H8NJ11142,H6WA07458,1
H8CA48035,H8NY15148,1
H2NC11080,H0TX23086,1
P00011312,H8NY19181,1
H8CA10167,S0AZ00350,1
H8TX23121,H2NV04011,1
H8VA02111,H8NJ11142,1
S0ME00111,P00010793,1
S8NV00156,H0NY15160,1
S0NM00058,H8MI13250,1
S2TX00312,S4CO00395,1
H8MI11254,H8CA39174,1
H8NH01210,H8IL13150,1
H8TX10185,H8TX32098,1
P00010298,S0NM00074,1
H8TX16166,H0FL20120,1
P00010298,H8TX22313,1
S8NY00082,S6IL00292,1
H8OK05109,H8PA18181,1
H8NJ02166,H8IL13150,1
S0CO00468,P00010454,1
P00010298,S0IA00176,1
P00010298,H4CA33119,1
P00011999,S0NM00058,1
H6FL13148,H4NY21079,1
H0CA22102,S0TX00233,1
H8OK05109,H8KS03155,1
H2TX33073,H8TX10185,1
H8NJ07223,H8CO03192,1
S0AL00156,P60007168,1
H8IL03102,S6PA00217,1
H4MA05084,H8TX23121,1
H8TX21307,H4AZ06045,1
H8TX23121,H8NM02248,1
H8NY27176,H8NY21245,1
H8MN05239,H0WA03161,1
H0GA07208,S0AZ00350,1
H8CA45130,H0FL19080,1
P00006213,P00009423,1
H8NY15148,H8TX23121,1
H8CA10167,H0CA10149,1
H8GA07201,H8PA15229,1
H4TX10028,H8TX32098,1
H8PA18181,H8CT05245,1
S8AZ00221,S0AL00206,1
P00010520,H8TX23121,1
H4AZ07043,H8NJ11142,1
P00011999,S0AL00156,1
H2CA36439,H4PA18131,1
H8AZ01104,H8CA45130,1
H8MI11254,H8KS03155,1
H4PA18131,H2CA28113,1
H8NJ02166,H8GA07201,1
H8NY21245,H8IA03124,1
H8FL13136,S0NJ00191,1
H8IA01094,H8NJ07223,1
S6NH00091,H8NJ07223,1
H0CA27085,H8CA39174,1
H2MI05119,H8ID02064,1
P00009092,H0CA27085,1
H2TX35011,P00009092,1
H8NY25105,H8ME02185,1
H8VA07094,H8WA08189,1
H0NM03110,P00009621,1
H8CA48035,S6NH00091,1
H0NY15160,H0FL19080,1
H6IN09176,H0IN05201,1
H8IA03124,H2PA17079,1
H8NJ02166,H8PA18181,1
H2NV04011,H8CA10167,1
S0NH00219,S6NV00200,1
S2WI00219,S6OH00163,1
H8MN03143,S0AZ00350,1
S0IA00176,H8OK05109,1
P60007168,H0NC03248,1
S6OH00163,S0NH00219,1
H8NJ11142,H8IA01094,1
H8MN05239,P00009092,1
S4HI00136,P00009423,1
H8NJ07223,H8IA01094,1
H8NM02248,H8VA10106,1
H0IA02156,H0NY15160,1
S0KY00297,H8FL13136,1
H6GA05217,H8CA10126,1
S2TX00106,H6FL04105,1
H8TX07140,S4MA00028,1
H8TX07140,H8CA25074,1
P00011833,S0CO00286,1
H6NV04020,H8PA15229,1
P00011833,H0GA13115,1
S4MA00028,P00009795,1
H8ME02185,S0NH00219,1
H0NH02181,S4MA00028,1
H6NV04020,S0NM00058,1
H8AZ08083,H6NV04020,1
H8CA48035,H8MI11254,1
H8CO06229,S0SC00289,1
S0NM00058,H8NY22151,1
H6VA01117,H4CA12055,1
P00009183,S4MA00028,1
H6OH04082,H8NM02156,1
H0IL05096,S0ME00111,1
H8IA01094,H8WA08189,1
H8CA34266,H2CA28113,1
P00010793,P00011833,1
S8MN00578,S6IL00151,1
H2TX35011,H8TX23121,1
H6TN09068,H2CA28113,1
H8NJ03206,S0NM00058,1
P80006117,H8ME02185,1
H8FL26039,H8IL03102,1
P80001571,S0KS00208,1
S0SC00289,H4CA33119,1
H6FL08213,P00009183,1
H4WA04104,H2CA08164,1
H6NY03247,H4NY04075,1
H8NY21245,H8IL03102,1
H8TX07140,H2MN07014,1
H4AZ07043,S0NH00219,1
H8IL14067,H8NY21245,1
H8MI11254,H6CO01141,1
H0WA03161,H8MN05239,1
H8PA15229,H8CA10126,1
H8CT05245,P00009183,1
H8PA15229,H8CT05245,1
H6MN02131,H8MI08102,1
H2NC11080,H8FL13136,1
S2MT00096,S4AR00103,1
S4CO00395,S0AL00230,1
H6NV04020,P00009423,1
H8UT04053,H8CA45130,1
H4MS02068,H2NV04011,1
H6FL07140,H6CO01141,1
H6WA07458,H8VA07094,1
H6FL07140,H4PA13199,1
H8NJ11142,S0AL00156,1
S4MA00028,H8CA10167,1
S6NH00091,S0AZ00350,1
H4WA04104,H8GA06286,1
H8NY21245,H0GA07208,1
H2CA31125,H8GA07201,1
S8NJ00483,H8FL13136,1
S0AL00156,P00006486,1
S2WA00189,S8WA00194,1
P00009092,P00011833,1
H8OK05109,H8CA10126,1
S0CO00534,P80000722,1
H8CA45130,H8CT05245,1
S0SC00289,P00011833,1
H0FL21045,H8TX16166,1
H0GA07208,H8NJ02166,1
S0SC00289,P00009795,1
P80006117,H8CO06229,1
H2NY06116,H0PA03271,1
P00009423,S4HI00136,1
H8PA15229,H8MN03143,1
S0AL00156,H8CA10126,1
H8IL14067,H8VA10106,1
H2NV04011,H8SC01116,1
H8NY21245,H8CO06229,1
H0NC09187,H0NY11078,1
H8KS03155,P00009795,1
S8NV00156,H8NJ02166,1
H8VA02111,P00011999,1
S0AZ00350,S0AR00200,1
H8ME02185,H8NY25105,1
H6IL08147,H8MI11254,1
H0WA03187,S2NE00094,1
S6IL00151,S0SC00289,1
H0NY15160,H6FL07140,1
H8TX32098,H6MN02131,1
H6GA05217,P00010454,1
P00009621,H8MO01143,1
H8NJ07223,H6MN02131,1
H0FL20120,H8TX16166,1
H8CA39174,H8ME02185,1
H8NJ03206,H8WA08189,1
S0KS00208,H4TX04039,1
S0AZ00350,S6PA00217,1
P00009621,H8NJ11142,1
H6CO01141,H8ME02185,1
H8TX23121,H6FL07140,1
H2PA17079,H8NJ02166,1
P00010793,S0NM00058,1
P00010793,H8TX07140,1
H8VA07094,H8NY11113,1
P60007168,H8TX10110,1
H2CA36439,H2CA00120,1
S0CO00468,P00009423,1
H2CA31125,S0AL00156,1
H8CA10167,H2CA43245,1
H8TX07140,H8UT04053,1
H8CA25074,H8PA15229,1
S0TX00233,H8MI11254,1
H0GA07208,H8NY21245,1
H8GA07201,S4MA00028,1
H8NY22151,H8KS03155,1
H8PA15229,H8OK05109,1
P00009423,H8WA08189,1
H8ME02185,S6PA00217,1
H8AZ08083,H8CA10167,1
H8CT05245,H8FL26039,1
H8UT04053,H8IA03124,1
H6MI01226,H2GA09150,1
H8TX23121,S4VT00017,1
S6IL00292,P00009092,1
H8NY23183,H8NY22151,1
S6PA00217,S4MI00355,1
H0CA22102,H8MI13250,1
H2CA28113,H4AZ07043,1
H2CA31125,S6NV00200,1
S0ME00111,H8IL14174,1
H0OH05074,H8MO08098,1
H8TX25159,S0SC00289,1
H0NY29054,S6VA00093,1
H8KS03155,H8MN05239,1
H8KS03155,H8MI11254,1
H2NJ10154,H0CA33117,1
P00009621,H8IA01094,1
H8KS03155,H8MA07032,1
H0NH02181,P00009423,1
H8NJ02166,H8IA01094,1
H8ME02185,H0NH02181,1
P00009621,H8CA09060,1
S0GA00393,H8TX23121,1
H8MN03143,H8PA15229,1
S8MN00578,H8AZ01104,1
H8CA20059,S8MS00261,1
H8NJ11142,S0TX00233,1
H8KS03155,S0ME00111,1
H8KS03155,H8IA01094,1
S8MN00578,S6PA00217,1
H0FL19080,P00009621,1
H8IL14067,H8CO06229,1
H8MI08102,S0AL00156,1
H8NY22151,H8NY11113,1
H4NJ12149,H2NV04011,1
H8TX23121,H2CA43245,1
H8PA15229,P00009621,1
P00009183,H4MA03022,1
S8NV00156,H8MN03143,1
H8NJ02166,H2PA17079,1
S0AL00206,H8CO06229,1
H8NJ11142,P00009621,1
H0NH02181,H8CA10167,1
P00009795,H8KS03155,1
H6IL08147,H0CA18068,1
H8IL14174,H8UT04053,1
H8FL26039,H8NY22151,1
H2AZ08102,H6FL18097,1
P80006117,H8NY11113,1
H0NM03110,P00009092,1
H6NV04020,H8NV03036,1
H0NH02181,H6MN02131,1
H0CT03072,P80000722,1
S0GA00393,P80000722,1
S8NV00156,H8TX23121,1
S8WA00194,S4CO00395,1
H4NY24073,H8NY22151,1
H0GA09030,H6NE03115,1
H8CO06229,H8GA07201,1
H8CT05245,H6CO01141,1
S0NC00202,H2NV04011,1
P60007168,H8VA02111,1
H8FL13136,S0KY00297,1
H6WI03099,H2TX33073,1
H8TX32098,H8IL14174,1
H8CA10167,H8AZ08083,1
H8TX21307,H0LA01087,1
P00009621,S6IL00151,1
H8WA08189,H2PA17079,1
H8IA01094,P80000722,1
H0MA10082,P00011866,1
H4MA03022,P00009183,1
H2CA36439,H2AZ07070,1
H2NV04011,H8OK05109,1
H8KS03155,H8OK05109,1
H4CA33119,P00010298,1
H8CT05245,H8TX23121,1
P00009621,P00012054,1
P00010520,H8NY11113,1
H8TX32098,H8CA10167,1
H8NJ11142,S0NC00202,1
H4MT00050,S2MT00096,1
P80006117,P00006486,1
H8NY19181,H8CT05245,1
H8GA06393,H8CA25074,1
H8NJ02166,H8IL14174,1
H0LA01087,H8NM02156,1
H8NJ02166,H8MN03143,1
H2TN07103,H6TN09068,1
P80006117,H8CA10167,1
P00011999,H8CA10126,1
H6MN02131,H8WA08189,1
H8MI11254,H8IL14067,1
P00010298,S4MA00028,1
P00010454,H8IL13150,1
P00011312,H8CA10126,1
H8NY15148,H8CA10126,1
H2TX33073,H8PA06087,1
P00010298,H0TX24167,1
H2MN07014,H2PA17079,1
H8CA05035,H4CA11081,1
H8MI13250,H8GA06393,1
H2PA17079,H8ME02185,1
H8CO03192,H8NJ07223,1
P00009092,H8KS03155,1
H8NM02248,H2NV04011,1
H8CA25074,H8MA07032,1
H8KS03155,H8NJ11142,1
H8ME02185,H8PA15229,1
H0IL11052,H8NJ03206,1
H8IL13150,H8TX23121,1
H2TX33073,H6WI03099,1
H8PA15229,H2PA17079,1
H8NJ07223,H6NV04020,1
H8CT05245,S0NH00219,1
S0NM00058,H6NV04020,1
H6CO07023,H8TX23121,1
H8PA18181,H8PA06087,1
H2NV04011,H8IA01094,1
H8OK05109,H8WA08189,1
H2PA17079,H6NV04020,1
H8NJ07223,H8CA10167,1
H8CA25074,H8IL14174,1
H8CA10167,P00011833,1
S0CO00518,H8CO06229,1
S6OR00110,S0AL00156,1
H8TX23121,H8NE02220,1
P80000722,S0WV00090,1
H8CA10167,H8GA06393,1
H4AZ06045,H6NC13129,1
P80000722,H8WA08189,1
H8CA10126,H0CA22102,1
H2WI02124,P00009621,1
H2CA31125,H0NH02181,1
H8NY22151,H8IA03124,1
H0NM03110,S0NM00074,1
S8NV00156,H8KS03155,1
S0ME00111,H8MI13250,1
H8CA10126,H8OK05109,1
H8IL14174,H8NJ02166,1
H8TX10185,P00009092,1
H0NH02181,H6GA05217,1
H8TX07140,H8IL14067,1
H8AZ01104,H6MN02131,1
H6MN02131,H0NY15160,1
H8CA45130,P80006117,1
H8OK05109,H8TX32098,1
S0AL00156,P00009423,1
H8PA18181,H0GA07208,1
P00010298,H4MO05234,1
S0SC00289,P80000722,1
H8NM02248,H8WA08189,1
H8PA18181,H8VA02111,1
H8IA01094,H8TX07140,1
H4AZ06045,S8ID00092,1
H8CA39174,H8NY22151,1
H2TX35011,H8CO06229,1
H8ME02185,H6CO01141,1
S4AK00099,S4AK00214,1
H4CA33119,S0SC00289,1
P00010454,H8TX07140,1
S0NJ00191,S0KY00297,1
H8CA10167,H8TX32098,1
H4CA33119,P00009423,1
P00009423,H0TX10216,1
H8CA39174,H8NJ11142,1
H8TX23121,H8CT05245,1
H8IL03102,H8NJ02166,1
H6MN02131,H6FL07140,1
H6NV04020,H8CA25074,1
H8MI08102,P00009795,1
H4WA05077,H6CA22125,1
H8TX07140,P00010793,1
H2NV04011,H8TX07140,1
S8NV00156,H0RI02139,1
H6VA04061,H0CA33117,1
S4MA00028,H8MI11254,1
H2NV04011,H8FL26039,1
H8IL14174,H8CA25074,1
H4PA18131,H4MA05084,1
P00009621,H0FL19080,1
H2CA43245,H2CA31125,1
H8NJ03206,H8IA01094,1
P00009423,H8AZ01104,1
H8NE02220,P00009092,1
S8MS00261,H6OH04082,1
H0CT03072,P60007168,1
P60007168,H8TX23121,1
P00010454,H8CT05245,1
H0IA02156,H0FL19080,1
S8OR00207,H8NY15148,1
H8NM02248,H8PA18181,1
H8CA48035,H8NY11113,1
S2NE00094,H6NC04037,1
H8CA39174,H8WA08189,1
P60007168,S2VA00142,1
H4AZ07043,P00009183,1
P00009183,P00009092,1
H2PA17079,H8CT05245,1
S6IL00151,S8NV00156,1
H8PA07200,S0IA00176,1
S6OR00110,P00009621,1
H8VA10106,H2CA31125,1
H2NY17071,P00010454,1
P80006117,S6NH00091,1
H8MN05239,S0NM00058,1
H8CA09060,H8CA45130,1
H8TX32098,S0AL00156,1
H2IL02172,P00009423,1
H2FL25018,H4WA04104,1
H2WA06129,H0WA03161,1
H8VA02111,H2NV04011,1
P00009423,H8SC01116,1
H8NJ11142,H4AZ07043,1
H8NY11113,H8NY22151,1
S2TX00312,H8CA20059,1
H0AZ01358,H8TX25159,1
H6FL07140,S8NV00156,1
P00009423,H8CO06229,1
H0TX10216,P00009423,1
S6NV00200,S0NH00219,1
H8TX23121,S0CO00518,1
S0AZ00350,H2AZ07070,1
H4WI04183,H0WA03161,1
S2WI00219,S0AR00200,1
H0MI03282,P00009290,1
H8CA10126,H8WA08189,1
H6TN09068,H8SC01116,1
H8MN03143,S8NV00156,1
H8CT04172,H2WA06129,1
H8CA39174,H8UT04053,1
H8VA07094,H8CO03192,1
H8CT05245,H6WA07458,1
H8GA06393,H8MN05239,1
H6CA44145,H0NC03172,1
H8NJ03073,S8AZ00197,1
H0NC03248,P60007168,1
S6NH00091,H8CA45130,1
H0NC09187,H2GA09150,1
P00009621,H8CA10167,1
S6OH00163,S6IL00292,1
H2NV04011,H8CA39174,1
H8MI11254,H0GA07208,1
S0AL00156,P00009290,1
P00011338,P00010298,1
H8CA45130,P00010793,1
H0NH02181,H8NJ02166,1
H8MN03143,H8MI11254,1
H2AZ07070,H8AZ01104,1
H4MO05234,P00010298,1
H8TX07140,H8IL14174,1
H8IL14067,H8PA15229,1
H8NH01210,P00010298,1
H8ME02185,H8NY21245,1
H2NV04011,H8PA15229,1
H8PA06087,H8TX23121,1
H8NY15148,H0CA22102,1
H8CA10167,H0NH02181,1
H8MI13250,H8MA07032,1
H8MI11254,H8VA10106,1
H8PA15229,H8NM02248,1
H8NJ03206,H8VA02111,1
S0AL00156,H8TX10110,1
H6MN02131,H8CA39174,1
H8CA10126,H8CA05035,1
S0NH00219,S8OR00207,1
H8TX16166,H0FL21045,1
H8NY22151,H8MI11254,1
H8CA39174,H6MN02131,1
S4MI00355,H6MN02131,1
P00009795,H8CA10126,1
P00010298,P00009290,1
P60007168,H8ME02185,1
S0NM00058,P00011999,1
S0AL00156,H8NJ11142,1
H6FL07140,H4AZ07043,1
P00011833,P00009183,1
H8NJ11142,H8IL14174,1
H8KS03155,H8WA08189,1
H8CT05245,H4CA12055,1
H8NY19181,H2NV04011,1
P00011338,P00009795,1
H6FL07140,H6VA01117,1
H2CA08164,H0WI07051,1
S0AL00156,H8TX07140,1
H8PA06087,H4PA13199,1
H8ME02185,P00009795,1
H2NC11080,H0NC09187,1
H4MI04126,S4IA00129,1
S0NH00219,H4CA12055,1
H0NH02181,H8ME02185,1
H8FL26039,H8VA02111,1
S0NM00074,S0SC00289,1
H8CO06229,S0NH00219,1
H0NC09187,H6FL09070,1
